70.00;40.00;0.00;0.00;0.00;0.00;40.00;5.50;0.00;-127.91;-196.18

70.00;40.00;0.00;0.00;0.00;0.00;40.00;5.50;0.00;-128.50;-197.87

69.99;40.00;0.00;0.00;0.00;0.00;40.00;5.50;0.00;-128.89;-198.99

69.99;39.99;0.00;0.00;0.00;0.00;39.99;5.50;0.00;-129.48;-200.68

69.99;39.99;0.00;0.00;0.00;0.00;39.99;5.50;0.00;-129.87;-201.81

69.99;39.99;0.00;0.00;0.00;0.00;39.99;5.50;0.00;-130.46;-203.50

69.98;39.99;0.00;0.00;0.00;0.00;39.99;5.50;0.00;-130.85;-204.62

69.10;39.99;92,302.86;0.00;0.00;0.00;39.99;5.50;-5.97;-129.49;-205.75

66.44;39.94;184,605.71;0.00;0.00;0.00;39.94;5.50;-13.63;-121.64;-198.09

62.84;39.78;184,605.71;0.00;0.00;0.00;39.78;5.49;-17.06;-111.76;-189.27

58.19;39.51;276,908.57;0.00;0.00;0.00;39.51;5.47;-39.38;-99.77;-179.81

59.66;39.17;276,908.57;0.00;0.00;0.00;39.17;5.44;829.37;-81.05;-169.90

60.28;38.80;369,216.87;0.00;0.00;0.00;38.80;5.42;-42.07;-98.37;-159.89

84.72;38.47;369,216.87;0.00;0.00;0.00;38.47;5.40;4,699.13;-76.03;-150.11

109.44;38.22;369,216.87;0.00;0.00;0.00;38.22;5.38;-10.09;-192.34;-146.94

102.62;38.03;369,216.87;0.00;0.00;0.00;38.03;5.37;-10.92;-178.43;-144.75

96.64;37.92;276,908.57;0.00;0.00;0.00;37.92;5.36;-8.89;-166.19;-143.02

91.49;37.89;276,908.57;0.00;0.00;0.00;37.89;5.36;-9.66;-158.39;-149.64

84.61;37.89;461,519.72;0.00;0.00;0.00;37.89;5.36;-18.40;-147.13;-156.43

75.94;37.89;461,519.72;0.00;0.00;0.00;37.89;5.36;-23.08;-132.35;-163.22

67.15;37.89;461,519.72;0.00;0.00;0.00;37.89;5.36;-32.81;-116.92;-168.89

57.96;37.88;461,519.72;0.00;0.00;0.00;37.88;5.36;-67.51;-100.70;-174.55

50.78;37.88;369,216.87;0.00;0.00;0.00;37.88;5.36;103.60;-80.94;-180.78

47.20;37.88;184,605.71;0.00;0.00;0.00;37.88;5.36;54.90;-82.18;-182.47

46.03;37.88;0.00;0.00;0.00;0.00;37.88;5.36;0.00;-80.45;-184.16

46.03;37.88;0.00;0.00;0.00;0.00;37.88;5.36;0.00;-81.04;-185.85

46.03;37.88;0.00;0.00;0.00;0.00;37.88;5.36;0.00;-81.43;-186.98

46.03;37.88;0.00;0.00;0.00;0.00;37.88;5.36;0.00;-82.03;-188.67

46.03;37.87;0.00;0.00;0.00;0.00;37.87;5.36;0.00;-82.42;-189.79

46.02;37.87;0.00;0.00;0.00;0.00;37.87;5.36;0.00;-83.01;-191.49

46.02;37.87;0.00;0.00;0.00;0.00;37.87;5.36;0.00;-83.40;-192.61

45.35;37.87;92,302.86;0.00;0.00;0.00;37.87;5.36;17.23;-82.46;-193.74

43.23;37.82;184,605.71;0.00;0.00;0.00;37.82;5.35;23.89;-75.69;-186.10

40.27;37.68;184,605.71;0.00;0.00;0.00;37.68;5.35;16.45;-67.07;-177.33

41.96;35.26;276,908.57;97,500.00;0.00;0.00;35.26;5.18;30.10;-67.64;-155.70

42.98;32.81;276,908.57;0.00;0.00;0.00;32.81;5.02;34.57;-66.89;-133.85

37.72;32.54;369,216.87;0.00;0.00;0.00;32.54;5.00;25.58;-53.69;-124.40

36.65;30.29;369,216.87;97,500.00;0.00;0.00;30.29;4.85;23.32;-48.81;-103.71

40.54;26.21;369,216.87;97,500.00;0.00;0.00;26.21;4.58;33.89;-55.92;-78.86

39.37;24.23;369,216.87;0.00;0.00;0.00;24.23;4.42;29.93;-53.20;-66.52

38.61;22.43;276,908.57;97,500.00;0.00;0.00;22.43;4.24;20.84;-51.31;-55.18

38.60;20.65;276,908.57;0.00;0.00;0.00;20.65;4.06;20.82;-53.66;-51.85

36.71;19.01;461,519.72;97,500.00;0.00;0.00;19.01;3.90;29.31;-52.30;-49.36

37.27;15.86;461,519.72;97,500.00;0.00;0.00;15.86;3.59;30.73;-55.77;-38.32

36.21;14.35;461,519.72;0.00;0.00;300,000.00;14.35;3.50;28.12;-55.67;-35.45

33.77;14.35;461,519.72;0.00;0.00;300,000.00;14.35;3.50;23.34;-52.82;-41.11

32.06;14.35;369,216.87;0.00;0.00;300,000.00;14.35;3.50;16.59;-51.60;-47.35

32.70;14.35;184,605.71;0.00;0.00;300,000.00;14.35;3.50;8.66;-53.46;-49.05

36.51;14.35;0.00;0.00;0.00;300,000.00;14.35;3.50;0.00;-61.59;-50.75

41.89;14.35;0.00;0.00;0.00;300,000.00;14.35;3.50;0.00;-72.85;-52.44

44.59;14.35;0.00;0.00;0.00;0.00;14.35;3.50;0.00;-78.58;-53.58

44.59;14.35;0.00;0.00;0.00;0.00;14.35;3.50;0.00;-79.17;-55.27

44.58;14.35;0.00;0.00;0.00;0.00;14.35;3.50;0.00;-79.57;-56.41

44.58;14.35;0.00;0.00;0.00;0.00;14.35;3.50;0.00;-80.16;-58.10

44.58;14.35;0.00;0.00;0.00;0.00;14.35;3.50;0.00;-80.55;-59.24

43.87;14.35;92,302.86;0.00;0.00;0.00;14.35;3.50;13.19;-79.54;-60.37

41.67;14.33;184,605.71;0.00;0.00;0.00;14.33;3.50;19.36;-72.61;-52.92

38.66;14.30;184,605.71;0.00;0.00;0.00;14.30;3.50;13.95;-63.87;-44.81

37.50;14.27;276,908.57;0.00;0.00;300,000.00;14.27;3.50;18.82;-58.80;-36.66

38.26;14.25;276,908.57;0.00;0.00;300,000.00;14.25;3.50;20.17;-57.54;-28.63

38.27;14.27;369,216.87;0.00;0.00;300,000.00;14.27;3.50;26.91;-54.79;-20.81

37.49;14.33;369,216.87;0.00;0.00;300,000.00;14.33;3.50;25.08;-50.48;-13.24

36.68;14.41;369,216.87;0.00;0.00;300,000.00;14.41;3.50;23.39;-48.28;-11.99

35.85;14.48;369,216.87;0.00;0.00;300,000.00;14.48;3.50;21.84;-46.23;-11.21

35.77;14.52;276,908.57;0.00;0.00;300,000.00;14.52;3.50;16.29;-45.69;-10.30

36.49;14.53;276,908.57;0.00;0.00;300,000.00;14.53;3.50;17.26;-49.48;-17.17

35.64;14.53;461,519.72;0.00;0.00;300,000.00;14.53;3.50;26.86;-50.18;-23.97

33.18;14.53;461,519.72;0.00;0.00;300,000.00;14.53;3.50;22.38;-47.68;-30.78

30.65;14.53;461,519.72;0.00;0.00;300,000.00;14.53;3.50;18.94;-44.65;-36.44

28.07;14.53;461,519.72;0.00;0.00;300,000.00;14.53;3.50;16.22;-41.51;-42.11

26.24;14.53;369,216.87;0.00;0.00;300,000.00;14.53;3.50;11.72;-40.08;-48.35

26.82;14.53;184,605.71;0.00;0.00;300,000.00;14.53;3.50;6.05;-41.81;-50.05

30.60;14.53;0.00;0.00;0.00;300,000.00;14.53;3.50;0.00;-49.90;-51.74

35.99;14.53;0.00;0.00;0.00;300,000.00;14.53;3.50;0.00;-61.16;-53.44

41.37;14.53;0.00;0.00;0.00;300,000.00;14.53;3.50;0.00;-72.22;-54.57

44.07;14.52;0.00;0.00;0.00;0.00;14.52;3.50;0.00;-78.14;-56.27

44.07;14.52;0.00;0.00;0.00;0.00;14.52;3.50;0.00;-78.54;-57.40

44.06;14.52;0.00;0.00;0.00;0.00;14.52;3.50;0.00;-79.13;-59.10

44.06;14.52;0.00;0.00;0.00;0.00;14.52;3.50;0.00;-79.52;-60.23

43.34;14.52;92,302.86;0.00;0.00;0.00;14.52;3.50;12.15;-78.49;-61.36

41.13;14.51;184,605.71;0.00;0.00;0.00;14.51;3.50;18.12;-71.53;-53.92

40.82;14.48;184,605.71;0.00;0.00;300,000.00;14.48;3.50;17.49;-68.16;-45.80

39.74;14.44;276,908.57;0.00;0.00;0.00;14.44;3.50;23.31;-63.24;-37.65

37.84;14.42;276,908.57;0.00;0.00;300,000.00;14.42;3.50;19.40;-56.71;-29.60

37.83;14.44;369,216.87;0.00;0.00;300,000.00;14.44;3.50;25.85;-53.92;-21.77

37.04;14.50;369,216.87;0.00;0.00;300,000.00;14.50;3.50;24.10;-49.57;-14.18

36.21;14.58;369,216.87;0.00;0.00;300,000.00;14.58;3.50;22.49;-47.34;-12.91

35.36;14.64;369,216.87;0.00;0.00;300,000.00;14.64;3.50;21.01;-45.26;-12.13

35.27;14.68;276,908.57;0.00;0.00;300,000.00;14.68;3.50;15.66;-44.69;-11.21

35.97;14.69;276,908.57;0.00;0.00;300,000.00;14.69;3.50;16.55;-48.46;-18.08

35.11;14.69;461,519.72;0.00;0.00;300,000.00;14.69;3.50;25.77;-49.12;-24.88

32.63;14.69;461,519.72;0.00;0.00;300,000.00;14.69;3.50;21.56;-46.60;-31.69

30.09;14.69;461,519.72;0.00;0.00;300,000.00;14.69;3.50;18.29;-43.54;-37.36

27.49;14.69;461,519.72;0.00;0.00;300,000.00;14.69;3.50;15.70;-40.38;-43.02

25.66;14.69;369,216.87;0.00;0.00;300,000.00;14.69;3.50;11.36;-38.93;-49.26

26.23;14.69;184,605.71;0.00;0.00;300,000.00;14.69;3.50;5.86;-40.65;-50.96

30.01;14.69;0.00;0.00;0.00;300,000.00;14.69;3.50;0.00;-48.74;-52.65

35.40;14.69;0.00;0.00;0.00;300,000.00;14.69;3.50;0.00;-60.00;-54.35

40.79;14.69;0.00;0.00;0.00;300,000.00;14.69;3.50;0.00;-71.06;-55.48

43.48;14.69;0.00;0.00;0.00;0.00;14.69;3.50;0.00;-76.98;-57.18

43.48;14.68;0.00;0.00;0.00;0.00;14.68;3.50;0.00;-77.38;-58.31

43.48;14.68;0.00;0.00;0.00;0.00;14.68;3.50;0.00;-77.97;-60.01

43.48;14.68;0.00;0.00;0.00;0.00;14.68;3.50;0.00;-78.36;-61.14

42.75;14.68;92,302.86;0.00;0.00;0.00;14.68;3.50;11.14;-77.31;-62.27

40.51;14.67;184,605.71;0.00;0.00;0.00;14.67;3.50;16.89;-70.31;-54.83

40.19;14.64;184,605.71;0.00;0.00;300,000.00;14.64;3.50;16.30;-66.89;-46.70

39.08;14.60;276,908.57;0.00;0.00;0.00;14.60;3.50;21.80;-61.93;-38.54

37.15;14.58;276,908.57;0.00;0.00;300,000.00;14.58;3.50;18.26;-55.35;-30.48

37.12;14.59;369,216.87;0.00;0.00;300,000.00;14.59;3.50;24.28;-52.51;-22.64

36.30;14.65;369,216.87;0.00;0.00;300,000.00;14.65;3.50;22.66;-48.11;-15.03

35.45;14.73;369,216.87;0.00;0.00;300,000.00;14.73;3.50;21.17;-45.83;-13.76

34.57;14.79;369,216.87;0.00;0.00;300,000.00;14.79;3.50;19.80;-43.70;-12.97

34.47;14.82;276,908.57;0.00;0.00;300,000.00;14.82;3.50;14.73;-43.10;-12.04

35.15;14.84;276,908.57;0.00;0.00;300,000.00;14.84;3.50;15.51;-46.83;-18.91

34.27;14.84;461,519.72;0.00;0.00;300,000.00;14.84;3.50;24.19;-47.45;-25.71

31.76;14.83;461,519.72;0.00;0.00;300,000.00;14.83;3.50;20.34;-44.87;-32.52

29.20;14.83;461,519.72;0.00;0.00;300,000.00;14.83;3.50;17.33;-41.78;-38.18

26.59;14.83;461,519.72;0.00;0.00;300,000.00;14.83;3.50;14.93;-38.59;-43.85

24.75;14.83;369,216.87;0.00;0.00;300,000.00;14.83;3.50;10.82;-37.12;-50.09

25.31;14.83;184,605.71;0.00;0.00;300,000.00;14.83;3.50;5.57;-38.83;-51.79

29.09;14.83;0.00;0.00;0.00;300,000.00;14.83;3.50;0.00;-46.90;-53.48

34.48;14.83;0.00;0.00;0.00;300,000.00;14.83;3.50;0.00;-58.16;-55.18

39.86;14.83;0.00;0.00;0.00;300,000.00;14.83;3.50;0.00;-69.22;-56.31

42.55;14.83;0.00;0.00;0.00;0.00;14.83;3.50;0.00;-75.15;-58.01

42.55;14.83;0.00;0.00;0.00;0.00;14.83;3.50;0.00;-75.54;-59.14

42.55;14.83;0.00;0.00;0.00;0.00;14.83;3.50;0.00;-76.13;-60.84

42.55;14.83;0.00;0.00;0.00;0.00;14.83;3.50;0.00;-76.53;-61.97

41.81;14.83;92,302.86;0.00;0.00;0.00;14.83;3.50;9.84;-75.46;-63.10

39.55;14.82;184,605.71;0.00;0.00;0.00;14.82;3.50;15.24;-68.40;-55.66

39.19;14.78;184,605.71;0.00;0.00;300,000.00;14.78;3.50;14.70;-64.93;-47.53

38.05;14.74;276,908.57;0.00;0.00;0.00;14.74;3.50;19.77;-59.90;-39.36

36.10;14.72;276,908.57;0.00;0.00;300,000.00;14.72;3.50;16.71;-53.26;-31.29

36.03;14.73;369,216.87;0.00;0.00;300,000.00;14.73;3.50;22.17;-50.35;-23.43

35.17;14.79;369,216.87;0.00;0.00;300,000.00;14.79;3.50;20.72;-45.88;-15.81

34.29;14.86;369,216.87;0.00;0.00;300,000.00;14.86;3.50;19.39;-43.54;-14.53

33.38;14.92;369,216.87;0.00;0.00;300,000.00;14.92;3.50;18.16;-41.35;-13.73

33.25;14.96;276,908.57;0.00;0.00;300,000.00;14.96;3.50;13.50;-40.69;-12.80

33.91;14.97;276,908.57;0.00;0.00;300,000.00;14.97;3.50;14.15;-44.38;-19.67

33.00;14.97;461,519.72;0.00;0.00;300,000.00;14.97;3.50;22.10;-44.94;-26.47

30.46;14.97;461,519.72;0.00;0.00;300,000.00;14.97;3.50;18.71;-42.29;-33.27

27.87;14.97;461,519.72;0.00;0.00;300,000.00;14.97;3.50;16.04;-39.15;-38.94

